customer_id,age,gender,region,city_population,family_status,children,education,employment_type,monthly_income,owns_car,owns_house,years_with_bank,number_of_bank_products,average_monthly_balance,has_credit,loan_amount,credit_score,number_of_card_transactions_month,online_payments_share,mobile_app_usage,smartphone_brand,smartphone_price,smartphone_age_months,marketing_contacts_last_year,previous_campaign_response,previous_insurance,insurance_claims,accepted
C100638,38,M,Новосибирск,1671261,married,1,bachelor,employed,150748,1,1,3.1,5,159534.62,1,690909.27,659.7,38,0.926,2.1,Apple,108073,3,4,0,0,,1
C100639,28,M,Омск,1125320,single,0,bachelor,self_employed,44918,0,0,2.0,1,24191.51,1,273232.68,545.4,21,0.925,3.1,Huawei,9968,36,2,0,0,,0
C100640,34,F,Санкт-Петербург,5302251,single,0,bachelor,employed,154626,1,1,1.5,2,92743.89,1,732392.03,732.2,32,0.884,4.3,Samsung,149412,6,2,0,1,1.0,1
C100641,27,M,Краснодар,1160640,single,0,secondary,self_employed,52575,0,0,8.1,2,29512.36,1,420092.53,533.0,20,0.802,1.2,Huawei,18841,48,2,0,0,,0
C100642,33,M,Нижний Новгород,1235824,single,0,bachelor,employed,72995,0,0,5.0,3,215477.66,1,1852685.07,608.2,25,0.776,4.4,Apple,74085,10,2,0,1,0.0,1
C100643,31,F,Самара,1196582,single,0,bachelor,employed,86834,0,0,6.6,5,35879.7,0,,674.1,22,0.904,2.7,Samsung,43923,2,7,1,0,,1
C100644,41,M,Москва,12784466,married,3,bachelor,employed,128578,0,1,7.8,2,211756.44,0,,688.9,34,0.676,5.2,Samsung,63589,16,3,1,1,2.0,1
C100645,54,F,Челябинск,1120629,married,0,bachelor,employed,45315,0,0,6.6,3,32073.61,0,,585.7,9,0.415,1.9,Google,56645,26,2,0,0,,0
C100646,40,F,Екатеринбург,1525027,married,3,phd,self_employed,78480,0,0,16.6,2,33218.98,1,590386.4,664.9,25,0.697,7.0,Other,7454,24,3,1,0,,0
C100647,55,M,Екатеринбург,1414547,married,1,secondary,employed,82672,1,0,6.0,2,139451.86,0,,656.8,22,0.332,3.3,Huawei,29597,17,4,1,1,2.0,0
C100648,28,F,Уфа,1157903,single,1,bachelor,employed,58629,1,0,10.0,4,36627.33,0,,707.6,28,0.924,6.2,Xiaomi,22752,10,2,0,0,,0
C100649,35,F,Екатеринбург,1441244,single,1,bachelor,employed,107133,1,0,5.2,2,133613.75,0,,696.9,39,0.812,13.3,Xiaomi,30837,14,1,1,0,,1
C100650,30,M,Москва,13104218,single,1,secondary,employed,191295,1,1,4.8,3,178497.83,0,,741.9,45,0.982,7.5,Apple,105547,2,5,0,1,3.0,1
C100651,32,F,Омск,1109308,single,0,bachelor,employed,63961,0,0,8.6,2,27495.66,0,,579.2,33,0.915,11.1,Huawei,41538,7,2,0,0,,0
C100652,33,F,Екатеринбург,1465501,single,1,secondary,self_employed,88153,0,1,6.8,2,106151.52,1,1291552.8,677.2,39,0.916,4.5,Xiaomi,27927,11,2,0,0,,0
C100653,30,F,Самара,1196169,married,0,secondary,employed,20214,0,0,12.0,1,12052.85,0,,515.0,19,0.974,2.9,Xiaomi,22151,9,2,1,0,,0
C100654,66,M,Уфа,1143053,married,2,master,employed,22892,0,0,0.5,1,4963.18,0,,,2,0.094,0.4,Xiaomi,6460,48,2,0,0,,0
C100655,48,M,Нижний Новгород,1190330,married,1,secondary,employed,27816,0,0,2.7,1,11019.2,0,,604.9,16,0.815,4.0,Other,3500,40,2,0,0,,0
C100656,57,M,Челябинск,1163898,married,1,secondary,employed,36702,0,0,5.1,2,17202.64,1,186163.47,510.0,7,0.342,,Samsung,42677,13,2,0,0,,0
C100657,32,F,Москва,12928826,single,0,secondary,employed,49823,0,0,11.0,3,37871.59,0,,618.9,20,0.811,1.1,Xiaomi,37372,10,2,0,0,,0
C100658,24,M,Нижний Новгород,1242514,single,0,secondary,employed,30108,0,0,4.6,1,17039.98,0,,489.5,8,0.694,1.4,Xiaomi,8917,17,2,0,0,,0
C100659,47,M,Самара,1159669,married,2,secondary,employed,23084,0,0,4.4,1,23232.56,1,170187.97,483.2,5,0.372,3.7,Xiaomi,7469,36,0,0,0,,0
C100660,28,M,Омск,1152174,single,0,bachelor,self_employed,48145,0,0,1.7,1,24794.67,0,,,22,0.709,3.4,Other,9430,14,2,0,0,,0
C100661,68,M,Екатеринбург,1494159,married,0,secondary,employed,76242,0,1,3.9,1,104341.52,1,828358.49,715.2,23,0.434,3.5,Xiaomi,21192,15,0,0,0,,0
C100662,62,M,Новосибирск,1620560,married,2,bachelor,self_employed,91633,1,1,7.7,1,57566.98,1,1019104.9,555.2,9,0.237,4.9,Samsung,52774,12,1,1,0,,0
C100663,55,F,Новосибирск,1609063,married,1,bachelor,employed,92253,1,0,11.1,2,133857.94,0,,692.1,21,0.619,3.9,Xiaomi,22037,12,5,0,0,,0
C100664,43,F,Ростов-на-Дону,1152641,married,1,bachelor,employed,45866,0,0,5.1,1,36714.84,1,1005804.49,521.6,17,0.622,1.6,Other,8756,21,2,0,0,,0
C100665,55,M,Уфа,1235296,single,0,secondary,employed,24061,0,0,6.1,4,3486.08,0,,591.1,3,0.463,0.7,Xiaomi,12030,45,3,0,0,,0
C100666,72,F,Новосибирск,1607269,married,2,secondary,employed,42995,0,0,10.9,3,37192.56,0,,609.2,7,0.294,0.6,Huawei,20456,14,1,0,0,,0
C100667,51,F,Омск,1121343,married,2,bachelor,employed,53605,1,0,6.2,1,42921.85,1,216095.09,491.9,8,0.315,2.0,Huawei,28858,5,1,0,1,1.0,0
C100668,23,F,Ростов-на-Дону,1143522,married,0,master,employed,60025,0,0,4.3,2,51533.89,0,,608.6,24,0.908,2.6,Xiaomi,20072,10,2,0,0,,0
C100669,40,F,Уфа,1126605,married,1,bachelor,employed,54068,0,1,16.1,2,73277.74,1,1175642.43,529.8,31,0.756,10.0,Apple,58463,9,3,0,0,,0
C100670,38,F,Москва,12375501,married,2,secondary,employed,92269,0,0,14.0,3,372192.58,0,,706.4,36,0.743,4.6,Samsung,70878,14,2,1,0,,1
C100671,51,M,Казань,1325756,married,2,bachelor,employed,76395,1,1,9.5,2,104814.22,1,532946.15,687.3,25,0.713,1.8,Huawei,25218,13,3,0,0,,0
C100672,24,F,Новосибирск,1607965,single,0,bachelor,employed,71659,0,0,1.9,1,50120.78,0,,,31,0.938,7.5,Xiaomi,13434,40,1,0,0,,0
C100673,36,M,Нижний Новгород,1230199,single,0,bachelor,employed,69182,1,0,3.6,1,93831.65,1,463479.66,641.5,20,0.835,5.8,Xiaomi,29936,25,3,1,0,,0
C100674,27,F,Ростов-на-Дону,1148640,single,0,bachelor,employed,35557,1,0,9.0,1,20775.41,0,,631.6,24,0.751,5.3,Xiaomi,8807,35,2,0,0,,0
C100675,51,M,Нижний Новгород,1245335,married,1,bachelor,employed,80837,1,0,8.8,2,46300.87,0,,693.4,22,0.591,8.5,Xiaomi,15833,12,1,0,1,2.0,0
C100676,31,M,Москва,12560934,single,0,master,employed,136851,0,0,2.0,1,170180.91,0,,634.9,55,0.992,9.7,Samsung,49226,6,3,0,0,,0
C100677,34,M,Уфа,1172426,single,0,secondary,employed,40388,1,0,2.4,1,38975.86,0,,,18,0.817,3.4,Samsung,27041,14,0,0,1,0.0,0
C100678,49,M,Уфа,1126289,married,3,secondary,employed,27638,0,1,7.3,1,4493.77,1,293450.56,502.4,7,0.556,3.5,Xiaomi,17462,8,0,0,0,,0
C100679,25,M,Самара,1143018,single,0,bachelor,employed,35704,0,0,7.0,1,32806.14,1,320875.43,471.4,12,0.692,2.5,Huawei,12604,28,1,0,1,2.0,0
C100680,27,F,Нижний Новгород,1176917,divorced,0,secondary,employed,57389,0,0,1.2,2,44220.49,0,,616.4,21,0.695,5.6,Xiaomi,21050,7,1,0,0,,0
C100681,35,F,Казань,1289994,single,0,secondary,employed,38079,0,0,1.1,2,12147.18,1,555675.62,568.5,12,0.759,5.8,Xiaomi,13878,30,3,0,0,,0
C100682,40,F,Москва,13668550,married,5,secondary,employed,35067,1,0,8.1,3,41883.22,1,257706.02,594.0,20,0.855,3.7,Xiaomi,15188,5,3,0,0,,0
C100683,45,F,Москва,12994927,married,1,bachelor,employed,159548,1,1,7.1,1,312280.19,1,6334465.13,509.6,33,0.783,3.3,Apple,123873,10,2,0,1,0.0,1
C100684,41,M,Новосибирск,1748846,married,3,bachelor,self_employed,151261,1,1,6.9,3,132794.68,0,,717.7,36,0.74,8.8,Apple,87671,16,8,1,0,,1
C100685,36,M,Нижний Новгород,1188212,single,2,master,employed,25850,0,0,5.3,1,13094.5,0,,535.1,9,0.66,1.9,Xiaomi,20166,1,2,0,0,,0
C100686,40,M,Уфа,1150957,single,1,secondary,employed,62080,0,0,2.3,3,99851.83,0,,,26,0.734,6.1,Samsung,44879,6,2,1,1,0.0,1
C100687,56,M,Омск,1136343,single,1,master,employed,90772,1,1,20.7,2,63690.3,0,,770.6,18,0.462,1.9,Other,15898,18,1,0,0,,0
C100688,53,F,Санкт-Петербург,5442598,married,5,secondary,employed,61969,0,0,6.1,4,66466.61,1,1167721.99,546.6,17,0.535,4.9,Huawei,23560,16,5,1,1,0.0,0
C100689,44,M,Краснодар,1094568,single,2,master,employed,59340,0,1,4.8,1,131668.59,1,804268.66,675.3,17,0.578,2.7,Xiaomi,19892,37,1,0,1,1.0,0
C100690,25,M,Москва,12638453,single,0,master,employed,63942,0,0,7.0,1,83878.66,0,,678.5,28,0.935,3.5,Huawei,24092,27,4,0,0,,0
C100691,35,F,Новосибирск,1641146,married,2,bachelor,employed,116889,0,1,6.7,4,94093.69,1,2591151.28,642.2,30,0.786,5.8,Xiaomi,31840,13,3,0,1,0.0,1
C100692,62,M,Челябинск,1173758,married,1,bachelor,employed,89079,1,1,14.0,5,52725.08,1,2090947.97,499.6,17,0.262,1.3,Samsung,39092,34,2,0,1,2.0,0
C100693,38,F,Челябинск,1140596,single,0,master,employed,87646,0,0,2.9,3,48206.41,1,970847.74,639.9,39,0.803,8.2,Xiaomi,30420,8,3,0,0,,0
C100694,58,F,Новосибирск,1577242,married,3,bachelor,employed,67592,0,1,7.0,3,191293.44,1,418000.53,641.5,13,0.442,3.4,Xiaomi,23047,26,1,0,0,,0
C100695,42,F,Самара,1148934,married,3,secondary,employed,63381,1,0,4.1,4,68103.16,1,663256.78,600.3,25,0.728,1.4,OnePlus,27201,6,3,0,1,0.0,0
C100696,47,M,Челябинск,1154549,married,0,secondary,employed,89036,0,0,18.1,4,117578.03,1,3581789.79,704.5,42,0.847,1.9,Apple,74139,13,1,1,0,,1
C100697,29,M,Санкт-Петербург,5602314,single,0,master,employed,167334,0,0,4.4,4,66643.31,1,3357143.94,634.6,35,0.968,0.3,Apple,98024,3,3,1,0,,1
C100698,34,F,Краснодар,1130596,single,0,master,employed,34307,0,1,4.9,2,40165.86,0,,529.8,14,0.766,4.6,Xiaomi,15267,48,1,0,0,,0
C100699,44,M,Ростов-на-Дону,1124450,married,5,secondary,employed,80345,1,1,6.7,1,142464.08,0,,622.5,21,0.331,3.3,Other,11961,48,3,0,1,1.0,0
C100700,27,M,Москва,12549181,single,1,bachelor,employed,134831,0,0,9.0,2,121259.15,0,,691.1,29,0.926,1.2,Apple,107382,2,3,0,1,1.0,1
C100701,65,F,Челябинск,1205581,married,1,secondary,unemployed,23325,0,1,12.5,2,42178.07,0,,554.9,2,0.285,0.2,Other,5048,48,0,0,1,1.0,0
C100702,42,M,Нижний Новгород,1154300,married,2,master,employed,90148,0,0,1.2,2,80651.81,1,496984.89,,17,0.562,3.4,Apple,92882,41,2,0,0,,0
C100703,46,F,Санкт-Петербург,5570215,married,0,bachelor,employed,64961,0,1,14.1,3,43619.94,1,1172177.92,723.8,18,0.471,4.1,Samsung,36832,10,1,0,1,0.0,0
C100704,36,F,Казань,1285454,single,0,bachelor,employed,47797,1,0,16.3,3,41981.17,0,,697.6,17,0.736,0.6,Huawei,22794,12,2,0,0,,0
C100705,30,M,Уфа,1071002,single,0,master,employed,134045,0,0,8.2,4,284976.31,0,,597.1,46,0.812,7.1,Xiaomi,42435,10,2,0,1,0.0,1
C100706,29,M,Москва,12463380,single,0,master,employed,204833,1,0,4.1,4,168927.51,1,6103981.94,749.5,33,0.884,4.4,Apple,131153,14,5,1,1,0.0,1
C100707,40,F,Москва,12522911,single,0,secondary,employed,121356,1,1,1.7,2,266549.24,1,729835.63,698.7,46,0.977,19.1,Other,11572,23,3,0,0,,0
C100708,55,F,Санкт-Петербург,5466497,married,4,secondary,employed,69587,0,1,3.8,2,120723.11,0,,552.4,23,0.702,1.5,Samsung,34607,14,1,0,1,0.0,0
C100709,30,F,Самара,1172276,single,1,bachelor,employed,56896,1,0,7.1,2,5380.77,1,760386.34,643.9,26,0.855,4.8,Other,6426,21,2,0,1,0.0,0
C100710,38,F,Ростов-на-Дону,1141132,single,0,bachelor,employed,125837,0,1,3.6,3,80441.0,0,,661.4,27,0.374,1.5,Xiaomi,43478,9,5,0,0,,0
C100711,29,M,Омск,1160295,single,0,bachelor,employed,58506,0,1,11.0,1,66636.78,0,,462.3,20,0.772,3.4,Samsung,37984,16,1,0,0,,0
C100712,36,F,Омск,1127031,married,2,bachelor,employed,23476,0,0,3.5,1,7494.38,1,202244.45,506.0,7,0.53,4.5,Xiaomi,15992,21,0,0,0,,0
C100713,45,M,Уфа,1132385,married,5,secondary,employed,58959,0,1,8.4,2,59768.75,1,378918.85,532.4,12,0.599,1.6,OnePlus,61525,31,3,0,1,0.0,0
C100714,55,M,Екатеринбург,1527063,married,4,master,self_employed,132330,1,1,1.6,3,215804.32,0,,642.6,42,0.677,4.9,Huawei,33731,19,3,0,1,2.0,0
C100715,28,M,Санкт-Петербург,5171603,single,0,bachelor,employed,92110,1,1,2.5,2,39831.42,1,705109.61,628.7,25,0.627,6.3,Xiaomi,21364,16,2,0,0,,0
C100716,53,M,Москва,12658593,married,3,bachelor,employed,183205,1,1,5.0,6,551060.23,0,,711.6,38,0.654,18.9,Xiaomi,36718,5,7,1,1,0.0,1
C100717,35,M,Новосибирск,1665346,single,1,bachelor,employed,43299,0,0,8.5,1,13732.41,1,747054.19,557.0,16,0.824,5.1,Huawei,18354,18,1,0,1,2.0,0
C100718,69,M,Уфа,1193924,married,1,secondary,employed,48405,0,0,18.0,1,168121.82,0,,532.3,12,0.51,0.7,Huawei,25710,19,0,0,0,,0
C100719,41,M,Казань,1277217,single,0,bachelor,employed,53398,1,0,3.8,2,13920.48,1,370090.21,672.4,24,0.702,1.9,Xiaomi,24778,25,2,0,0,,0
C100720,69,F,Новосибирск,1664486,married,3,bachelor,employed,45489,1,1,21.7,2,64711.14,1,815031.76,639.4,6,0.166,,Huawei,30063,11,0,0,0,,0
C100721,35,M,Челябинск,1141739,single,0,secondary,employed,45183,0,0,2.9,2,32723.67,0,,492.7,15,0.765,2.3,Other,11409,5,3,0,0,,0
C100722,26,F,Уфа,1202639,single,0,bachelor,employed,48005,0,0,4.9,4,13877.69,0,,596.8,19,0.984,5.3,Xiaomi,26579,30,1,0,1,1.0,0
C100723,54,F,Санкт-Петербург,5215816,married,1,secondary,employed,73970,1,0,3.4,3,122133.11,0,,621.6,28,0.615,4.6,Huawei,24146,15,1,0,0,,0
C100724,66,M,Челябинск,1152033,divorced,3,master,employed,99427,1,1,2.8,3,161274.58,1,1079794.74,598.1,25,0.328,5.5,Xiaomi,37516,17,4,0,0,,0
C100725,38,F,Нижний Новгород,1179959,married,1,bachelor,employed,43099,0,0,6.0,4,19702.82,1,524096.79,643.4,14,0.623,5.6,Other,7699,24,1,0,0,,0
C100726,64,F,Уфа,1132526,divorced,0,master,employed,77180,0,0,14.0,2,96524.69,1,524064.08,695.9,18,0.41,2.1,Xiaomi,19346,22,1,0,1,3.0,0
C100727,51,F,Самара,1207213,single,1,bachelor,employed,93641,1,0,18.7,2,187288.65,1,646193.69,596.5,22,0.412,1.5,Samsung,61284,12,1,1,0,,0
C100728,62,M,Москва,12522690,married,1,bachelor,employed,169894,1,1,1.9,2,305042.73,1,780369.54,706.4,44,0.842,4.8,Samsung,88433,19,3,0,0,,0
C100729,44,M,Омск,1151466,single,0,master,employed,122598,1,0,1.0,3,171196.53,1,314737.0,616.7,29,0.487,2.8,Samsung,72246,18,5,0,0,,0
C100730,26,F,Уфа,1132081,single,0,bachelor,self_employed,47665,1,0,3.9,2,44726.54,1,1142913.66,513.7,34,0.959,5.0,Samsung,51294,8,3,1,0,,0
C100731,29,F,Санкт-Петербург,5555976,single,1,bachelor,employed,157866,1,1,7.1,2,319847.11,1,1684641.3,721.6,43,0.865,1.8,Apple,149412,14,2,0,1,0.0,1
C100732,40,F,Уфа,1166759,single,0,bachelor,employed,93998,0,0,3.8,3,119653.08,1,1729702.21,522.1,20,0.505,0.9,Samsung,68258,1,4,0,1,1.0,1
C100733,40,F,Санкт-Петербург,5397695,married,0,master,employed,173845,0,0,10.6,4,434821.0,1,5279486.15,718.8,37,0.825,7.6,Apple,89677,20,4,0,0,,1
C100734,44,M,Краснодар,1042902,married,4,secondary,employed,97801,0,1,1.4,1,47770.59,1,890958.68,669.1,33,0.9,9.4,Samsung,68949,7,4,1,0,,1
C100735,32,M,Уфа,1184893,single,0,bachelor,employed,36949,0,0,2.9,1,21221.52,1,500549.1,442.7,18,0.833,2.8,Xiaomi,18694,10,3,0,0,,0
C100736,27,F,Москва,12592081,single,0,bachelor,unemployed,44686,0,0,3.8,2,25329.3,1,1155169.92,577.2,16,0.801,3.3,Other,9861,30,3,0,0,,0
C100737,62,F,Москва,13066411,married,1,bachelor,employed,86798,1,1,2.4,1,62762.31,1,424187.77,497.0,26,0.5,0.6,Xiaomi,27423,29,2,0,0,,0
C100738,21,F,Нижний Новгород,1227562,single,0,master,self_employed,66341,0,1,3.0,3,46218.51,1,1453212.95,551.8,26,0.884,15.9,Huawei,22954,22,2,0,1,1.0,0
C100739,62,F,Москва,12968725,married,4,bachelor,employed,120788,1,1,11.1,2,162241.23,1,1222512.35,656.1,31,0.541,6.8,Huawei,62827,13,2,0,0,,0
C100740,25,M,Омск,1119116,single,0,master,employed,85221,1,0,0.9,1,167149.77,1,553259.53,602.6,34,0.952,8.5,Xiaomi,26469,0,0,1,1,1.0,1
C100741,20,F,Екатеринбург,1519293,single,0,bachelor,self_employed,51019,1,0,2.0,3,18232.73,0,,613.1,26,0.672,7.5,Huawei,20292,11,2,0,0,,0
C100742,48,M,Санкт-Петербург,5324671,married,4,bachelor,employed,73599,1,0,6.5,3,67403.81,1,339894.5,660.0,25,0.691,6.1,Huawei,15965,31,1,0,0,,0
C100743,30,M,Самара,1224297,single,0,bachelor,self_employed,55620,0,1,5.1,7,24018.49,1,343909.86,717.7,21,0.878,8.4,Xiaomi,32203,23,2,0,1,1.0,1
C100744,29,F,Самара,1187434,single,0,bachelor,employed,125575,0,1,2.7,1,92414.63,0,,,34,0.859,2.5,Apple,69074,20,1,0,0,,0
C100745,31,F,Краснодар,1084417,married,0,master,employed,147886,1,1,9.0,1,132209.99,0,,709.7,44,0.877,8.2,Apple,65324,19,4,1,1,0.0,1
C100746,24,F,Самара,1165107,single,0,secondary,self_employed,58080,1,0,6.0,3,10300.34,1,2330360.0,529.1,31,0.891,4.6,Xiaomi,20644,16,5,0,0,,0
C100747,72,F,Самара,1159530,married,3,secondary,employed,31199,1,1,8.4,2,42113.28,0,,536.9,3,0.11,0.2,Xiaomi,13628,17,3,0,1,2.0,0
C100748,42,F,Москва,12735385,single,0,bachelor,employed,94867,0,0,2.5,1,112962.18,1,175161.54,559.5,34,0.66,1.0,OnePlus,26891,47,1,1,1,0.0,0
C100749,24,M,Ростов-на-Дону,1155377,single,1,bachelor,employed,96495,0,1,4.3,4,66860.21,0,,815.1,34,0.826,7.3,Samsung,36393,3,5,0,0,,1
C100750,28,F,Нижний Новгород,1205204,single,0,secondary,employed,24792,0,1,7.4,3,7195.55,1,481226.24,495.6,20,0.981,6.9,Xiaomi,8750,43,3,0,0,,0
C100751,39,M,Новосибирск,1566276,married,0,bachelor,employed,38258,0,1,10.5,3,28848.04,1,230292.41,586.5,13,0.792,4.4,Xiaomi,16940,24,2,0,1,1.0,0
C100752,47,F,Санкт-Петербург,5344813,married,1,bachelor,employed,90346,0,1,18.3,4,43624.46,1,1029619.77,720.5,27,0.62,1.4,Samsung,52881,20,3,0,1,0.0,1
C100753,53,F,Ростов-на-Дону,1127437,married,0,bachelor,employed,33602,1,0,20.0,2,30890.59,1,174022.42,615.6,15,0.782,2.1,OnePlus,19290,27,1,0,1,0.0,0
C100754,50,F,Краснодар,1104175,married,1,secondary,employed,37440,0,0,7.0,2,33869.94,0,,631.5,5,0.426,3.7,Samsung,47144,7,1,0,0,,0
C100755,49,M,Казань,1283983,married,1,master,employed,122841,0,0,3.5,4,130912.55,1,1701088.29,602.6,30,0.828,1.7,Samsung,46841,18,9,0,1,0.0,0
C100756,34,F,Москва,13556175,single,0,master,employed,129439,1,1,3.3,2,220007.03,1,561344.65,641.8,41,0.803,5.5,Apple,72370,25,3,1,1,1.0,1
C100757,41,M,Челябинск,1172801,single,0,secondary,employed,64021,0,0,19.3,2,57478.25,1,668595.53,631.8,24,0.703,1.5,Apple,71520,30,1,0,0,,0
C100758,33,F,Санкт-Петербург,5625044,single,0,bachelor,employed,64278,0,0,9.6,2,87087.54,1,1595907.0,695.6,34,0.891,7.0,Google,48037,21,2,0,0,,0
C100759,30,M,Казань,1310103,single,0,secondary,employed,58231,1,0,12.0,2,30089.2,1,818813.04,642.7,23,0.899,5.7,Xiaomi,11744,45,1,0,0,,0
C100760,45,M,Нижний Новгород,1240562,married,5,bachelor,employed,162681,1,1,12.1,4,311822.66,1,4689707.76,703.0,48,0.919,12.5,Apple,149412,2,6,1,1,0.0,1
C100761,49,F,Москва,12815102,single,0,secondary,employed,104115,0,0,0.7,1,119342.41,0,,,43,0.844,2.9,Other,9527,35,0,0,1,0.0,0
C100762,50,F,Казань,1345911,single,0,bachelor,unemployed,14417,0,0,14.0,1,4346.98,0,,471.6,2,0.526,0.2,Xiaomi,10193,24,0,0,0,,0
C100763,35,F,Санкт-Петербург,5366437,married,3,secondary,employed,34125,0,0,13.3,3,24342.52,1,274635.46,522.7,14,0.589,6.1,Xiaomi,22251,8,1,0,0,,0
C100764,34,F,Санкт-Петербург,5032269,single,0,bachelor,self_employed,97959,1,0,3.9,6,87425.91,1,1929725.24,690.1,47,0.942,5.5,Samsung,67061,37,4,1,1,2.0,1
C100765,33,M,Ростов-на-Дону,1182129,married,1,bachelor,employed,32572,0,0,7.7,3,13215.94,0,,690.3,15,0.799,3.2,Xiaomi,14884,27,0,0,0,,0
C100766,24,M,Нижний Новгород,1233925,single,0,bachelor,self_employed,40845,0,1,3.6,1,13618.03,0,,609.5,20,0.839,2.4,Samsung,28179,48,0,1,0,,0
C100767,29,M,Уфа,1158141,single,0,master,employed,81556,0,0,10.7,2,40071.16,0,,606.6,49,0.772,5.5,Other,12063,35,1,0,0,,0
C100768,63,F,Ростов-на-Дону,1174501,married,2,bachelor,employed,30611,1,1,5.4,2,43945.15,0,,552.6,2,0.262,1.3,Xiaomi,13495,48,3,0,0,,0
C100769,41,F,Нижний Новгород,1274974,married,0,bachelor,employed,45754,1,1,4.9,1,15203.51,0,,613.6,14,0.748,2.1,Google,57766,14,0,0,0,,0
C100770,28,M,Краснодар,1089603,single,0,bachelor,employed,44228,1,1,10.0,1,59075.87,1,1425368.73,676.3,27,0.854,7.0,Xiaomi,15738,27,1,0,1,0.0,0
C100771,35,F,Новосибирск,1679643,single,0,secondary,self_employed,67952,0,1,1.9,2,26852.24,1,457474.87,609.7,19,0.733,2.5,Xiaomi,31411,10,3,1,1,2.0,1
C100772,26,F,Челябинск,1244471,single,0,master,employed,47735,1,0,7.4,3,28209.99,1,450912.79,616.9,28,0.922,5.7,Other,14714,19,2,0,0,,0
C100773,37,M,Москва,12775239,single,0,bachelor,employed,114554,0,0,7.0,3,295929.54,1,2785804.2,712.7,38,0.987,5.7,Samsung,57927,7,4,0,1,2.0,1
C100774,67,M,Самара,1226940,married,3,secondary,employed,36000,1,0,0.9,3,14167.19,0,,,5,0.436,1.0,Huawei,12091,7,0,0,1,1.0,0
C100775,27,F,Москва,12667729,single,0,bachelor,employed,98050,0,0,9.0,5,110793.22,1,716015.12,675.0,45,0.819,0.7,OnePlus,39162,2,3,0,1,0.0,1
C100776,38,F,Омск,1173717,single,0,bachelor,self_employed,136212,1,1,6.7,3,190705.96,1,450753.41,587.5,49,0.867,5.7,Apple,87729,32,2,1,1,1.0,1
C100777,20,F,Нижний Новгород,1221445,single,0,bachelor,employed,65859,0,0,1.1,1,18620.34,1,806578.6,613.4,28,0.798,10.0,Samsung,50885,12,1,1,0,,1
C100778,69,M,Омск,1088944,divorced,2,secondary,self_employed,40775,1,0,5.2,2,10903.99,0,,535.6,10,0.549,2.1,Xiaomi,17431,6,1,0,1,2.0,0
C100779,33,M,Новосибирск,1625987,single,0,secondary,employed,74967,0,0,1.6,1,23698.97,0,,,43,0.755,13.1,Samsung,38639,38,1,0,1,0.0,0
C100780,72,M,Москва,12441391,married,4,secondary,self_employed,103463,1,1,8.8,4,235911.92,1,1562200.43,732.5,28,0.357,1.6,Samsung,41938,14,2,0,1,0.0,0
C100781,52,F,Москва,12465186,married,1,master,employed,142443,0,1,0.9,4,311465.51,0,,,37,0.732,10.5,OnePlus,34231,21,3,0,1,1.0,0
C100782,34,M,Ростов-на-Дону,1178823,single,0,secondary,employed,27303,0,0,7.8,2,8177.82,1,199373.68,613.5,13,0.882,2.6,Xiaomi,14433,19,0,0,1,1.0,0
C100783,35,F,Нижний Новгород,1191958,single,0,bachelor,employed,115417,1,1,11.1,3,212099.39,1,1125941.99,661.4,20,0.524,3.8,Apple,105362,14,2,0,1,0.0,1
C100784,40,M,Москва,12167043,single,0,secondary,employed,101063,0,0,7.8,2,119831.23,0,,733.3,20,0.554,1.6,Xiaomi,22616,9,1,0,0,,0
C100785,35,F,Москва,12671189,single,0,bachelor,employed,83496,0,0,4.0,2,35859.98,1,206318.65,659.1,32,0.752,7.7,Apple,92661,5,1,0,0,,1
C100786,32,M,Москва,13189497,married,2,bachelor,employed,193700,1,1,1.4,7,112955.0,1,7618927.85,662.5,56,0.957,8.1,Apple,149412,14,5,1,1,0.0,1
C100787,33,F,Санкт-Петербург,5323261,married,1,master,employed,132697,0,0,15.0,3,304511.4,0,,707.7,40,0.815,3.3,Huawei,31709,21,3,1,1,0.0,1
C100788,33,F,Москва,12327105,single,2,bachelor,employed,172860,0,0,3.0,1,305812.35,1,1682772.02,701.7,41,0.904,1.5,Apple,89696,5,2,0,0,,1
C100789,60,F,Санкт-Петербург,5445831,married,5,bachelor,self_employed,97476,1,1,6.8,2,308670.23,0,,689.3,16,0.657,4.0,OnePlus,34509,24,1,0,1,0.0,0
C100790,60,F,Новосибирск,1677478,married,3,bachelor,employed,65739,0,1,13.0,1,53937.55,1,340619.19,636.3,10,0.258,1.2,Apple,35072,48,4,0,0,,0
C100791,43,M,Москва,12768961,married,0,secondary,employed,72671,0,1,0.6,2,122253.28,1,839297.57,641.4,27,0.847,6.6,Xiaomi,24501,7,1,0,0,,0
C100792,25,M,Краснодар,1181001,single,0,bachelor,employed,31865,0,1,7.0,4,24284.78,1,167481.3,579.7,15,0.848,5.7,Huawei,11770,48,1,0,1,0.0,0
C100793,41,F,Самара,1139740,single,0,secondary,employed,47501,0,0,9.2,2,24895.96,1,328338.36,593.4,10,0.298,2.3,Xiaomi,15892,33,2,0,0,,0
C100794,54,F,Казань,1326495,married,4,bachelor,employed,41476,0,1,3.7,1,68619.2,0,,545.2,9,0.381,1.6,Samsung,35185,8,0,0,1,0.0,0
